"DELTA-T LOGGER"
"TW_EWANP"
"31/07 08:16:56"
"31/07 12:39:07"
"TIMED"
"Channel number   ",22," ",         6," ",         7," ",        61," ",         2," ",         3," ",         4," ",         5," ",         9," ",        10," ",        11," ",        12," ",        13," ",        14," ",        15," ",        17," ",        18," ",        20," ",        26," ",        27," ",        28," ",        29," ",        30
"Sensor code      ",22," ","     BFP"," ","     BFP"," ","     RG1"," ","     HPt"," ","     HPh"," ","     CMP"," ","     CMP"," ","     HPt"," ","     HPh"," ","     HPt"," ","     HPh"," ","     VLT"," ","     VLT"," ","     VLT"," ","     VLT"," ","     A3A"," ","     WV2"," ","     VLT"," ","     VLT"," ","     VLT"," ","     VLT"," ","     PRT"
"Label            ",22," ","BF3Total"," "," BF3Diff"," ","  Chan61"," ","   Ta27m"," ","   RH27m"," ","Rg Incid"," "," Rg Refl"," ","   Ta19m"," ","   RH19m"," ","    Ta8m"," ","    RH8m"," ","  Chan13"," ","  Chan14"," ","  Chan15"," ","  Chan17"," ","  Chan18"," ","  Chan20"," "," UpperSW"," ","   LowSW"," "," UpperLW"," ","   LowLW"," ","  Chan30"
"Unit             ",22," ","    µmol"," ","    µmol"," ","      mm"," ","   deg C"," ","       %"," ","   W.m-2"," ","   W.m-2"," ","   deg C"," ","       %"," ","   deg C"," ","       %"," ","      mV"," ","      mV"," ","      mV"," ","      mV"," ","   m.s-1"," ","     deg"," ","      mV"," ","      mV"," ","      mV"," ","      mV"," ","   deg C"
"31/07 09:49:00   ", 2," ",    1690.2," ",     527.4
"31/07 09:49:10   ", 2," ",    1680.0," ",     517.1
"31/07 09:49:20   ", 2," ",    1685.8," ",     510.1
"31/07 09:49:30   ", 2," ",    1698.6," ",     503.7
"31/07 09:49:40   ", 2," ",    1699.8," ",     496.0
"31/07 09:49:50   ", 2," ",    1715.2," ",     489.0
"31/07 09:50:00   ", 2," ",    1731.8," ",     483.2
"31/07 09:50:10   ", 2," ",    1738.9," ",     477.4
"31/07 09:50:20   ", 2," ",    1691.5," ",     471.7
"31/07 09:50:30   ", 2," ",    1729.9," ",     467.8
"31/07 09:50:40   ", 2," ",    1740.2," ",     464.6
"31/07 09:50:50   ", 2," ",    1744.0," ",     458.9
"31/07 09:51:00   ", 2," ",    1255.7," ",     449.3
"31/07 09:51:10   ", 2," ",     925.4," ",     436.5
"31/07 09:51:20   ", 2," ",     501.8," ",     426.2
"31/07 09:51:30   ", 2," ",     483.2," ",     425.0
"31/07 09:51:40   ", 2," ",     473.0," ",     423.7
"31/07 09:51:50   ", 2," ",     467.2," ",     425.0
"31/07 09:52:00   ", 2," ",     461.4," ",     428.8
"31/07 09:52:10   ", 2," ",     457.0," ",     432.6
"31/07 09:52:20   ", 2," ",     457.6," ",     437.8
"31/07 09:52:30   ", 2," ",     457.0," ",     442.2
"31/07 09:52:40   ", 2," ",     457.6," ",     444.8
"31/07 09:52:50   ", 2," ",     453.8," ",     441.6
"31/07 09:53:00   ", 2," ",     452.5," ",     439.0
"31/07 09:53:10   ", 2," ",     453.1," ",     440.3
"31/07 09:53:20   ", 2," ",     455.7," ",     441.6
"31/07 09:53:30   ", 2," ",     458.2," ",     442.9
"31/07 09:53:40   ", 2," ",     459.5," ",     444.2
"31/07 09:53:50   ", 2," ",     460.8," ",     444.2
"31/07 09:54:00   ", 2," ",     462.7," ",     444.2
"31/07 09:54:10   ", 2," ",     464.0," ",     444.8
"31/07 09:54:20   ", 2," ",     468.5," ",     446.1
"31/07 09:54:30   ", 2," ",     472.3," ",     449.3
"31/07 09:54:40   ", 2," ",     476.8," ",     453.1
"31/07 09:54:50   ", 2," ",     480.0," ",     457.0
"31/07 09:55:00   ", 2," ",     482.6," ",     458.9
"31/07 09:55:10   ", 2," ",     489.0," ",     463.4
"31/07 09:55:20   ", 2," ",     496.6," ",     467.8
"31/07 09:55:30   ", 2," ",     506.9," ",     474.9
"31/07 09:55:40   ", 2," ",     513.3," ",     474.9
